ENTREZID	SYMBOL	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	newPadj
16907	Lmnb2	350.614820147869	-1.66479418813378	0.176586826999635	-9.4276238857682	4.19483713880256e-21	4.72503704601843e-19	7.41647206140293e-17
18131	Notch3	191.045209486589	5.26505126439179	0.559647315168398	9.4078022384643	5.06618888988656e-21	5.66012745730253e-19	8.95651533843044e-17
75761	Apol7a	609.207263462833	3.11100435739253	0.330732623430326	9.40640304886012	5.13405968853143e-21	5.68969743869346e-19	9.07599071738586e-17
14063	F2rl1	1688.80924114006	-1.9324867365813	0.205736077031463	-9.3930377426501	5.82942420385623e-21	6.40863579275139e-19	1.03046731651567e-16
13113	Cyp3a13	1121.86215005635	3.72521836708666	0.39689801837028	9.38583261862314	6.242127971985e-21	6.80788274531888e-19	1.10335854032807e-16
224617	Tbc1d24	417.119535388192	1.88103732509198	0.200438038994156	9.38463245066382	6.31362582883168e-21	6.8316414283311e-19	1.115933365246e-16
65969	Cubn	961.67355591473	-5.56729949078035	0.593875531226905	-9.37452243448841	6.94896318226435e-21	7.46036344145912e-19	1.2281597528334e-16
74513	Neto2	310.456872339146	-3.93685190498223	0.422371375515526	-9.32083027685552	1.15433414519062e-20	1.22967905606275e-18	2.04005473479537e-16
245282	Apol10a	380.072170858924	-4.9642833574812	0.535157496853662	-9.27630349321011	1.75460309305071e-20	1.85475043882329e-18	3.10073458603921e-16
59036	Dact1	135.004338964591	-7.69581752510275	0.832359886013212	-9.24578136743678	2.33528143067701e-20	2.44972804735599e-18	4.12667581614934e-16
219134	Shisa2	276.142728642131	-8.31672629967424	0.901319781217121	-9.22727590472222	2.77601855169901e-20	2.89000355586726e-18	4.90522478085215e-16
231760	Rimbp2	157.584032255212	-6.80140223772276	0.737317685211838	-9.22452068373846	2.84831934468094e-20	2.91890358327664e-18	5.03269545011676e-16
381694	B3glct	233.85196400929	-3.51992532593048	0.381589410270547	-9.22437895599579	2.85208840595335e-20	2.91890358327664e-18	5.03906979563838e-16
22433	Xbp1	2038.96629484724	1.83185947273117	0.198601358534268	9.22380131863547	2.86750097323786e-20	2.91890358327664e-18	5.06601396941933e-16
13076	Cyp1a1	258.343383664789	-5.23699722614803	0.57081214004527	-9.17464233632574	4.53076003896037e-20	4.57806650407305e-18	8.00404068482739e-16
223706	Cyp2d34	1158.5855713571	-4.82746461145894	0.526844200748874	-9.16298329676407	5.04820259546274e-20	5.06367883699628e-18	8.91764988488494e-16
11921	Atoh1	315.358798482917	-7.77702031433257	0.850843204995207	-9.14036836478746	6.22399599569276e-20	6.19783717194275e-18	1.09940665267917e-15
14062	F2r	207.834087694992	4.98001835245174	0.545129843579557	9.13547187171187	6.51221485794542e-20	6.43819112071122e-18	1.1502525103589e-15
20441	St3gal3	299.045039595402	-4.09479153000649	0.448424741868687	-9.13150222920924	6.75552764697555e-20	6.63103292319557e-18	1.19316129300882e-15
17301	Foxd2	496.260300145382	-5.44588437131263	0.601375063517	-9.0557203011772	1.35669366907896e-19	1.32224712060163e-17	2.39605668896034e-15
11761	Aox1	84.5564464399859	7.53109607583158	0.834098467416478	9.02902519310252	1.73207792741154e-19	1.67621231538657e-17	3.05884961980877e-15
21420	Tfap2c	83.6277697521398	-8.60325262976905	0.953481682235057	-9.02298679677008	1.83029637180527e-19	1.75887641547888e-17	3.23212036297093e-15
232023	Vopp1	1300.75011555342	1.28462062591986	0.142429909735485	9.01931784065303	1.8926413486188e-19	1.80615815366108e-17	3.34202609339107e-15
52055	Rab11fip5	318.079978855538	5.3506369145293	0.593328998644565	9.01799326638779	1.91566100299619e-19	1.81551817263266e-17	3.38248263299037e-15
57276	Vsig2	177.866086406375	6.40035558007128	0.711906391208176	8.99044545619156	2.46230400356211e-19	2.31760148061305e-17	4.34744394868925e-15
12830	Col4a5	178.619052895011	7.89264064761275	0.878650637393734	8.98268357378538	2.64241613575942e-19	2.47020969643578e-17	4.66518568768326e-15
69581	Rhou	962.611329063607	1.98286079040439	0.221048759286108	8.9702416643648	2.95864576428475e-19	2.7471425738379e-17	5.22319323226829e-15
69812	Abhd11os	387.045980952637	-3.10854510068372	0.346877976771915	-8.96149455670893	3.20307017183335e-19	2.95413357727073e-17	5.65437977433741e-15
12159	Bmp4	157.263275412411	9.43109000154774	1.05519430763665	8.93777566206816	3.97082192818105e-19	3.6378023291376e-17	7.00929486762519e-15
69399	1700025G04Rik	214.280833366723	-5.56965969714763	0.62453657051087	-8.91806814866207	4.7449241650728e-19	4.31819522360466e-17	8.37526564377e-15
50935	St6galnac6	1400.37934651131	-4.36066104814623	0.490402794018062	-8.89199878413749	6.00193510511963e-19	5.42425044458482e-17	1.05934154605362e-14
94346	Tmem40	82.7081419381177	4.83399130152808	0.5436758951044	8.89131069642112	6.03922513478007e-19	5.42425044458482e-17	1.06586284403734e-14
19285	Cavin1	1708.15962510407	3.36233055502028	0.378397818767249	8.88570279282829	6.3517951557303e-19	5.66794604091207e-17	1.12096480908328e-14
66892	Eif4e3	81.4885504913596	-4.9840637613184	0.564307112133526	-8.83218313955801	1.02652190089946e-18	9.10094449171642e-17	1.81150319851729e-14
236643	Sytl5	151.140457455614	7.1506871700563	0.81310165946513	8.79433350899827	1.43899567959209e-18	1.26760760442016e-16	2.5392517762082e-14
71601	Ceacam20	923.569784727069	-5.28343065623716	0.601385882028909	-8.78542515566266	1.55774236754991e-18	1.36347105827203e-16	2.74863640754182e-14
110895	Slc9a4	992.92803172426	3.18719070791017	0.36305476969749	8.77881513735751	1.65205811739577e-18	1.43687231957295e-16	2.91489134233309e-14
12591	Cdx2	1556.448710565	-1.98596637298894	0.227818162402316	-8.71733119101286	2.84836035375664e-18	2.46177157115244e-16	5.02536217213284e-14
58250	Chst11	213.278816172721	-7.2687859484231	0.83524614544992	-8.70256748626795	3.24458572621214e-18	2.78669356560045e-16	5.72409813818345e-14
24014	Rnasel	7578.39654074857	-2.89075629255803	0.332408506585018	-8.69639685896151	3.42588774793218e-18	2.92413350509839e-16	6.04360857612716e-14
109672	Cyb5a	1154.03002710848	1.30255309536261	0.149841884520418	8.69285046388433	3.53457458816357e-18	2.99827925867554e-16	6.23498957352053e-14
18143	Npas2	737.135230840903	-2.98808534615273	0.345661314476087	-8.64454661546872	5.40193583151601e-18	4.55419645378484e-16	9.52847461321109e-14
58801	Pmaip1	3851.27839342191	2.28129624232907	0.264058369509363	8.63936351105956	5.65270511412227e-18	4.73655327306514e-16	9.97024128028886e-14
