ENTREZID	SYMBOL	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	newPadj
57279	Slc25a20	1498.09408769785	-3.01749588653916	0.285066429858433	-10.5852375814216	3.48894522595758e-26	2.97795560839187e-24	6.15484827311177e-22
11534	Adk	646.439413529438	-2.75441523159126	0.261993819957726	-10.513283221855	7.50348927384282e-26	6.36499688895976e-24	1.32361550790587e-21
75761	Apol7a	609.207263462833	3.39352532816068	0.32408952358173	10.4709504048652	1.17457745312417e-25	9.9024805894677e-24	2.07183716956572e-21
105387	Akr1c14	848.526243918577	-4.6702735820445	0.446298698115332	-10.4644571041021	1.25795564208592e-25	1.05407478253322e-23	2.21878216151115e-21
380863	Tmem171	596.607346855633	-4.17163501862722	0.39877857632629	-10.4610309236219	1.30428746076304e-25	1.08627383550338e-23	2.30037179454778e-21
69812	Abhd11os	387.045980952637	-3.15001430473732	0.301504973232357	-10.4476363058521	1.5022252328982e-25	1.24358910545103e-23	2.64932442073926e-21
219033	Ang4	590.181187848961	-8.2925048408682	0.794545454734745	-10.4367909871646	1.68407593135364e-25	1.38578272147675e-23	2.96986790494215e-21
74556	Themis3	437.542307324437	-5.44337994912135	0.521847146113702	-10.4309853750457	1.79022041516655e-25	1.46435767531064e-23	3.1568746801047e-21
69814	Prss32	3005.28973937701	-4.02811551377417	0.387402714070065	-10.3977472729983	2.5386381473967e-25	2.06425830896601e-23	4.47638064530461e-21
170826	Ppargc1b	453.835738078776	-2.39503641242468	0.230748241607242	-10.3794351616394	3.07589611963912e-25	2.48640967506358e-23	5.4234200381477e-21
15902	Id2	1823.64375238943	3.7410308292076	0.360632780886822	10.3735185137861	3.27248719759641e-25	2.62985491633742e-23	5.76972217808222e-21
70355	Gprc5c	173.400542589237	9.14449774188101	0.881664031312347	10.3718620893148	3.3297217316571e-25	2.66029279281581e-23	5.87029941291147e-21
224833	AI661453	2588.59780637744	1.98413420873721	0.191658769419779	10.352431118826	4.07991879409306e-25	3.24082335655647e-23	7.19248884210666e-21
